SKU,Tx power (cdBm),Reader mode,Target spec,Initial Q,Region Name,Duration (ms),Session,Scan cr,Scan protection,Scan id,Local time
710,3000,4141,D,8,FCC,0,2,1,2,3,2024-11-21 14:23:27

FW timestamp (us),Target,Channel freq (kHz),Antenna,Reader mode,Packet Type,EPC Length (bytes),EPC,Phase start,Phase end,RSSI (cdBm),Multi Read Times
1846402,D,903750,1,4141,T5,12,E28011B0A505006E63068134,1274,1268,-4550
1867552,D,903750,1,4141,T5,12,E28011B0A505006E63068114,1185,1178,-5114
1886846,D,903750,1,4141,T5,12,E28011B0A505006E63068144,3856,3855,-4653
1894114,D,903750,1,4141,T5,12,E28011B0A505006E63068124,3290,3284,-4822
1930230,D,903750,1,4141,T5,12,E28011B0A505006E63068134,3552,3547,-4606
1933748,D,903750,1,4141,T5,12,E28011B0A505006E63068144,3860,3859,-4625
1942750,D,903750,1,4141,T5,12,E28011B0A505006E63068114,1312,1311,-5123
1946246,D,903750,1,4141,T5,12,E28011B0A505006E63068124,3289,3287,-4794
1951395,D,903750,1,4141,T5,12,E28011B0A505006E63068154,3321,3338,-6806
1973292,D,903750,1,4141,T5,12,E28011B0A505006E63068124,1250,1240,-4832
1986462,D,903750,1,4141,T5,12,E28011B0A505006E63068154,1308,1319,-6824
1990663,D,903750,1,4141,T5,12,E28011B0A505006E63068114,3361,3358,-5114
1997083,D,903750,1,4141,T5,12,E28011B0A505006E63068144,3864,3860,-4625
2003736,D,903750,1,4141,T5,12,E28011B0A505006E63068134,1509,1497,-4606
2035498,D,903750,1,4141,T5,12,E28011B0A505006E63068134,3547,3551,-4597
2039888,D,903750,1,4141,T5,12,E28011B0A505006E63068144,1814,1813,-4644
2046362,D,903750,1,4141,T5,12,E28011B0A505006E63068114,3366,3360,-5132
2049914,D,903750,1,4141,T5,12,E28011B0A505006E63068124,3295,3289,-4832
2056270,D,903750,1,4141,T5,12,E28011B0A505006E63068154,3324,3333,-6796
